x,phylo_names,body_region,ecology,mean_roughness,mean_peak,sd_roughness,sd_peak
493,Melanophryniscus_stelzneri,VA,terrestrial_leaflitter,2.818033825,16.69999483,0.316727072,4.574525752
494,Melanophryniscus_stelzneri,VP,terrestrial_leaflitter,2.981331086,14.40105684,1.334231981,5.46859614
495,Mixophyes_fasciolatus,DA,terrestrial_leaflitter,1.486675048,6.593391,0.190097388,1.031952354
496,Mixophyes_fasciolatus,DP,terrestrial_leaflitter,0.437839874,3.7815412,0.056844144,2.529171462
497,Mixophyes_fasciolatus,VA,terrestrial_leaflitter,0.264325559,1.979733467,0.136986398,1.255965768
498,Mixophyes_fasciolatus,VP,terrestrial_leaflitter,2.254568298,11.72830467,1.532906079,5.258107247
499,Myobatrachus_gouldii,DA,terrestrial_leaflitter,2.594470138,11.90990905,0.555176544,4.724622084
500,Myobatrachus_gouldii,DP,terrestrial_leaflitter,3.839808178,23.14101867,1.37620182,12.1714363
501,Myobatrachus_gouldii,VA,terrestrial_leaflitter,3.080181887,14.49159417,1.147928343,8.038964216
502,Myobatrachus_gouldii,VP,terrestrial_leaflitter,5.619183033,25.54525767,1.969975067,11.23203832
503,Nannophrys_ceylonensis,DA,terrestrial_torrent,3.5429658,14.75640252,2.217553295,3.421780046
504,Nannophrys_ceylonensis,DP,terrestrial_torrent,0.741910029,6.983646,0.116579504,0.536709754
505,Nannophrys_ceylonensis,VA,terrestrial_torrent,1.786424263,7.831034869,1.236032289,2.875214842
506,Nannophrys_ceylonensis,VP,terrestrial_torrent,1.554437372,7.325065667,0.207539789,0.56163434
507,Nectophrynoides_tornieri,DA,terrestrial_leaflitter,2.394888334,14.868973,0.006934866,1.076604964
508,Nectophrynoides_tornieri,DP,terrestrial_leaflitter,2.312319978,13.80494367,0.416993893,2.278119605
509,Nectophrynoides_tornieri,VA,terrestrial_leaflitter,2.938464571,13.81893583,0.938628448,3.528347442
510,Nectophrynoides_tornieri,VP,terrestrial_leaflitter,2.975374519,12.98280034,0.464770056,1.620185211
511,Neobatrachus_pictus,DA,terrestrial_burrower,2.647627274,14.86635867,0.874729112,2.697399718
512,Neobatrachus_pictus,DP,terrestrial_burrower,3.087112908,15.38233567,1.308893349,8.163225598
513,Neobatrachus_pictus,VA,terrestrial_burrower,1.209084885,6.765147517,0.379241274,2.124773607
514,Neobatrachus_pictus,VP,terrestrial_burrower,1.57143913,8.407221169,0.653702866,2.162144126
515,Nyctibates_corrugatus,DA,terrestrial_leaflitter,0.965698658,7.273019,0.456850731,2.864326093
516,Nyctibates_corrugatus,DP,terrestrial_leaflitter,1.196602776,8.006960117,0.208984338,2.493295883
517,Nyctibates_corrugatus,VA,terrestrial_leaflitter,0.393648914,3.2024529,0.071490008,1.351114441
518,Nyctibates_corrugatus,VP,terrestrial_leaflitter,1.30831737,5.93904375,0.715798606,3.219458485
519,Nyctimantis_rugiceps,DA,arboreal,1.270265964,6.607989334,0.446753662,1.640848
520,Nyctimantis_rugiceps,DP,arboreal,1.744601357,9.523698315,0.538558766,3.273103686
521,Nyctimantis_rugiceps,VA,arboreal,7.381702717,32.2985045,2.401679805,13.90985843
522,Nyctimantis_rugiceps,VP,arboreal,4.484553881,22.42877433,1.062909388,9.353726422
523,Odontophrynus_carvalhoi,DA,terrestrial_torrent,5.341215428,28.611802,2.616765923,11.64598522
524,Odontophrynus_carvalhoi,DP,terrestrial_torrent,5.547979958,23.53276967,1.48364864,4.71420902
525,Odontophrynus_carvalhoi,VA,terrestrial_torrent,3.790070172,20.72486933,1.906584119,14.13778457
526,Odontophrynus_carvalhoi,VP,terrestrial_torrent,3.379869088,16.28928867,0.983514297,3.145418914
527,Ophryophryne_hansi,DA,terrestrial_leaflitter,2.448344262,10.75105268,1.581183226,4.624518431
528,Ophryophryne_hansi,DP,terrestrial_leaflitter,3.534896947,18.434219,1.92623964,5.350408584
529,Ophryophryne_hansi,VA,terrestrial_leaflitter,3.02267945,11.19653692,2.164135549,7.091811376
530,Ophryophryne_hansi,VP,terrestrial_leaflitter,3.732509959,15.84875611,1.235236263,7.457653782
531,Ophryophryne_microstoma,DA,terrestrial_leaflitter,2.553162586,13.7050625,1.791443125,6.144102651
532,Ophryophryne_microstoma,DP,terrestrial_leaflitter,2.041663701,17.406718,0.319300356,4.058412098
533,Ophryophryne_microstoma,VA,terrestrial_leaflitter,1.352548586,7.892882817,0.931758025,5.812501248
534,Ophryophryne_microstoma,VP,terrestrial_leaflitter,1.080436854,7.932894465,0.114639716,2.587704298
535,Opisthothylax_immaculatus,DA,arboreal,2.089182881,8.878920665,0.986370909,3.285069461
536,Opisthothylax_immaculatus,DP,arboreal,1.445257358,6.590498317,0.906385267,4.2116134
537,Opisthothylax_immaculatus,VA,arboreal,3.678334028,14.20365384,0.944275939,3.129684753
538,Opisthothylax_immaculatus,VP,arboreal,3.437879337,13.47315517,1.299203617,6.165095725
539,Oreolalax_rhodostigmatus,DA,terrestrial_torrent,6.58441724,26.380473,4.949091946,17.33808423
540,Oreolalax_rhodostigmatus,DP,terrestrial_torrent,5.003956449,23.10311684,2.055602053,3.427496734
541,Oreolalax_rhodostigmatus,VA,terrestrial_torrent,4.090825522,15.65649283,2.030888251,4.130104088
542,Oreolalax_rhodostigmatus,VP,terrestrial_torrent,2.716664796,12.708895,0.995797639,8.85073254
543,Oreophryne_waira,DA,terrestrial_leaflitter,2.671502927,9.3416822,1.538885213,4.73560744
544,Oreophryne_waira,DP,terrestrial_leaflitter,1.678304525,6.777670299,0.527589571,2.165756366
545,Oreophryne_waira,VP,terrestrial_leaflitter,2.832881851,14.31567883,0.496372826,3.752712584
546,Osornophryne_bufoniformis,DA,terrestrial_leaflitter,6.930759293,29.32381917,1.584524279,11.69307821
547,Osornophryne_bufoniformis,DP,terrestrial_leaflitter,5.533635656,25.56878517,1.542819589,6.474232916
548,Osornophryne_bufoniformis,VA,terrestrial_leaflitter,4.985699523,21.92984584,1.211229479,6.307125102
549,Osornophryne_bufoniformis,VP,terrestrial_leaflitter,8.190727673,29.37075767,4.090421511,12.84920514
550,Quasipaa_verrucospinosa,DA,terrestrial_torrent,3.647382153,25.250333,0.846226119,6.623133129
551,Quasipaa_verrucospinosa,DP,terrestrial_torrent,5.350598731,29.77889234,0.807156604,8.127535242
552,Quasipaa_verrucospinosa,VA,terrestrial_torrent,2.242335079,12.04933817,0.792974596,2.401010692
553,Quasipaa_verrucospinosa,VP,terrestrial_torrent,2.674734685,15.67957367,2.988402653,15.78502505
554,Paradoxophyla_palmata,DA,terrestrial_leaflitter,1.894401691,7.686555167,0.507390698,3.257897371
555,Paradoxophyla_palmata,DP,terrestrial_leaflitter,1.79171281,7.749851682,1.738117427,4.398304159
556,Paradoxophyla_palmata,VA,terrestrial_leaflitter,1.320483573,5.547193333,0.355979582,0.897059618
557,Paradoxophyla_palmata,VP,terrestrial_leaflitter,2.106690084,8.1998883,1.315167085,3.930737186
558,Rentapia_hosii,DA,arboreal,3.511502597,17.76685675,1.04499413,5.941390206
559,Rentapia_hosii,DP,arboreal,4.104101404,26.09974284,1.575459308,9.110406004
560,Rentapia_hosii,VA,arboreal,6.474627008,32.58853175,0.781441622,12.08235536
561,Rentapia_hosii,VP,arboreal,6.280021687,29.90553842,1.289954569,9.763028739
562,Pelobates_cultripes,DA,terrestrial_burrower,1.287971726,7.185876667,0.093977667,1.60749545
563,Pelobates_cultripes,DP,terrestrial_burrower,1.71395772,10.58861,0.74041664,1.637980277
564,Pelobates_cultripes,VA,terrestrial_burrower,2.732310925,10.74650767,0.850286023,2.533144876
565,Pelobates_cultripes,VP,terrestrial_burrower,2.651730687,13.13752467,0.9015268,2.740454521
566,Pelobates_fuscus,DA,terrestrial_burrower,2.172076759,11.06451728,0.941706512,3.792952889
567,Pelobates_fuscus,DP,terrestrial_burrower,1.951225389,10.20131083,0.739664254,2.829254333
568,Pelobates_fuscus,VA,terrestrial_burrower,3.085795889,12.81825275,0.98981285,3.080826394
569,Pelobates_fuscus,VP,terrestrial_burrower,3.180527713,13.80507242,1.022205247,2.668799607
570,Pelodytes_ibericus,DA,terrestrial_leaflitter,2.084778042,11.49190367,0.655677572,3.026205425
571,Pelodytes_ibericus,DP,terrestrial_leaflitter,3.152626643,17.95087967,1.457557278,12.57408226
572,Pelodytes_ibericus,VA,terrestrial_leaflitter,1.692194102,9.316839334,0.723753654,2.132087538
573,Pelodytes_ibericus,VP,terrestrial_leaflitter,4.616229519,20.0723235,1.770647862,12.02354372
574,Petropedetes_parkeri,DA,arboreal,2.753989814,10.88787808,0.914151427,3.872817121
575,Petropedetes_parkeri,DP,arboreal,3.933315677,16.78018342,1.116319998,6.389527641
576,Petropedetes_parkeri,VA,arboreal,1.958637047,12.72710674,1.109803534,9.984736548
577,Petropedetes_parkeri,VP,arboreal,3.213191826,11.26715942,2.242843426,4.357279138
578,Phrynella_pulchra,DA,terrestrial_leaflitter,2.75606168,13.14193544,0.568693659,3.570111695
579,Phrynella_pulchra,DP,terrestrial_leaflitter,2.734614259,12.70625378,0.908897323,3.718551691
580,Phrynella_pulchra,VA,terrestrial_leaflitter,2.405131228,11.75684609,1.027120909,3.782213581
581,Phrynella_pulchra,VP,terrestrial_leaflitter,2.893169581,16.4984395,1.202969523,6.445590385
582,Phrynobatrachus_natalensis,DA,terrestrial_torrent,5.562408132,25.63050133,1.033887,8.071619486
583,Phyllobates_aurotaenia,DA,terrestrial_leaflitter,1.08152313,5.827515,0.46452933,3.030581577
584,Phyllobates_aurotaenia,DP,terrestrial_leaflitter,0.835294783,5.1767762,0.48032059,2.825277132
585,Phyllobates_aurotaenia,VA,terrestrial_leaflitter,1.729640564,9.5566745,0.498545568,2.473678649
586,Phyllobates_aurotaenia,VP,terrestrial_leaflitter,2.211720576,8.940054333,0.736332159,2.236568477
587,Phyllomedusa_bicolor,DA,arboreal,1.750648454,8.251270333,1.016723963,2.187456382
588,Phyllomedusa_bicolor,DP,arboreal,2.254243236,10.293343,1.105539358,3.392069314
589,Phyllomedusa_bicolor,VA,arboreal,2.600939908,14.82440133,0.36198946,4.2785568
590,Phyllomedusa_bicolor,VP,arboreal,3.684101692,12.59922333,0.790389206,2.499411978
591,Physalaemus_ephippifer,DA,terrestrial_burrower,1.894011547,11.28637534,0.699509684,4.137993739
592,Physalaemus_ephippifer,DP,terrestrial_burrower,2.392129271,12.54757034,1.042258595,2.924955395
593,Physalaemus_ephippifer,VA,terrestrial_burrower,3.878651416,14.144536,2.042916944,4.138940031
594,Physalaemus_ephippifer,VP,terrestrial_burrower,1.617936033,7.8219576,0.351690994,3.627079146
595,Pipa_pipa,DA,aquatic,14.06224285,55.76115667,10.63155264,34.73700395
596,Pipa_pipa,DP,aquatic,9.803900005,37.07552533,1.822973461,6.64622604
597,Pipa_pipa,VA,aquatic,8.896441888,42.71852967,2.452869173,18.89561951
598,Pipa_pipa,VP,aquatic,19.56746714,58.399517,12.21113576,24.64461637
599,Platymantis_corrugatus,DA,terrestrial_leaflitter,3.245340459,13.85805122,1.451092877,4.958399473
600,Platymantis_corrugatus,DP,terrestrial_leaflitter,3.604210689,17.66763522,1.070710184,8.483369747
601,Platymantis_corrugatus,VA,terrestrial_leaflitter,2.956434662,11.61485922,1.542750795,5.121451087
602,Platymantis_corrugatus,VP,terrestrial_leaflitter,3.44713467,14.22408058,0.777852472,3.638927695
603,Platymantis_hazelae,DA,terrestrial_leaflitter,1.390038371,6.184287584,0.627747123,3.575051127
604,Platymantis_hazelae,DP,terrestrial_leaflitter,1.484601398,7.261645667,0.525653388,2.028787703
605,Platymantis_hazelae,VA,terrestrial_leaflitter,3.420717131,11.04424167,1.494970444,3.075206304
606,Platymantis_hazelae,VP,terrestrial_leaflitter,4.494706035,15.1074655,1.871464251,4.319891778
607,Cornufer_papuensis,DA,terrestrial_leaflitter,2.171006712,11.03820237,1.918652121,7.21303326
608,Cornufer_papuensis,DP,terrestrial_leaflitter,NA,8.9048555,NA,4.666877179
609,Cornufer_papuensis,VA,terrestrial_leaflitter,1.084582315,5.377940767,0.342846623,1.811014471
610,Cornufer_papuensis,VP,terrestrial_leaflitter,2.856413645,9.284823,1.936249209,4.843864107
611,Platypelis_tuberifera,DA,arboreal,0.777940847,5.5836599,0.110200504,2.326302049
612,Platypelis_tuberifera,DP,arboreal,1.134153605,5.943911333,0.486964821,0.71656831
613,Platypelis_tuberifera,VA,arboreal,1.202289485,5.781126333,0.332812229,1.218525163
614,Platypelis_tuberifera,VP,arboreal,0.951181236,7.476424333,0.214459941,1.768543951
615,Plethodontohyla_brevipes,DA,terrestrial_burrower,2.351870721,11.96925817,0.331776857,2.456491741
616,Plethodontohyla_brevipes,DP,terrestrial_burrower,1.558152975,7.103205834,0.389164742,0.593335837
617,Plethodontohyla_brevipes,VA,terrestrial_burrower,0.984469319,6.781323534,0.175050188,2.006050522
618,Plethodontohyla_brevipes,VP,terrestrial_burrower,1.13427949,7.969410984,0.391353387,3.361836966
619,Plethodontohyla_inguinalis,DA,arboreal,0.885536802,6.4818321,0.28983978,3.540744847
620,Plethodontohyla_inguinalis,DP,arboreal,1.628063334,7.342699967,1.497467633,3.499047164
621,Plethodontohyla_inguinalis,VA,arboreal,1.510215577,9.784204,0.874496223,1.411807542
622,Plethodontohyla_inguinalis,VP,arboreal,0.999756932,7.698563133,0.272198241,1.667001534
623,Pseudophryne_bibronii,DA,terrestrial_leaflitter,10.52625395,60.03254033,8.317707165,71.35781352
624,Pseudophryne_bibronii,VP,terrestrial_leaflitter,3.809734601,20.030629,0.802126826,15.11905169
625,Ptychadena_aequiplicata,DA,terrestrial_leaflitter,1.58658304,8.155315,0.181549575,3.09328487
626,Ptychadena_aequiplicata,DP,terrestrial_leaflitter,3.250595301,10.36268653,2.819187605,6.634021847
627,Ptychadena_aequiplicata,VA,terrestrial_leaflitter,0.971131653,6.977946367,0.398949841,3.427370891
628,Ptychadena_aequiplicata,VP,terrestrial_leaflitter,3.696665962,15.94249667,1.394940067,9.939932144
629,Ptychadena_bibroni,DA,semiaquatic,2.265476769,10.15055258,1.292580223,3.61337079
630,Ptychadena_bibroni,DP,semiaquatic,4.39290944,16.18548967,2.275202111,6.765660359
631,Ptychadena_bibroni,VA,semiaquatic,1.526528779,6.491220625,0.733093968,2.173944103
632,Ptychadena_bibroni,VP,semiaquatic,2.496268298,11.68803455,1.554600282,6.434864093
633,Ptychadena_longirostris,DA,semiaquatic,2.641702257,9.78143391,1.127421174,3.083087433
634,Ptychadena_longirostris,DP,semiaquatic,3.759207619,18.28865978,1.872396371,10.22134796
635,Ptychadena_longirostris,VA,semiaquatic,3.457806069,14.08294406,0.709373577,2.652325641
636,Ptychadena_longirostris,VP,semiaquatic,2.189341963,8.583243034,1.143467774,2.848803031
637,Ptychadena_oxyrhynchus,DA,semiaquatic,2.927499497,14.34629292,1.143042349,5.574527576
638,Ptychadena_oxyrhynchus,DP,semiaquatic,5.961975206,22.54895967,1.902636385,5.782165356
639,Ptychadena_oxyrhynchus,VA,semiaquatic,1.387091716,7.26083955,0.516181802,3.511045072
640,Ptychadena_oxyrhynchus,VP,semiaquatic,1.560644033,7.168527633,0.474252929,2.530075143
641,Rhinoderma_darwinii,DA,terrestrial_leaflitter,1.213846628,6.874411443,0.655594475,2.648072587
642,Rhinoderma_darwinii,DP,terrestrial_leaflitter,1.187615374,6.437305168,0.601980453,3.204949143
643,Rhinoderma_darwinii,VA,terrestrial_leaflitter,1.610556975,8.489198651,0.720411408,3.787940078
644,Rhinoderma_darwinii,VP,terrestrial_leaflitter,1.711840978,7.028317242,0.856686131,2.632500386
645,Rhinophrynus_dorsalis,DA,terrestrial_burrower,2.680386017,12.03498525,0.994521684,5.034655373
646,Rhinophrynus_dorsalis,DP,terrestrial_burrower,3.050254002,12.12000922,0.941269995,3.91869616
647,Rhinophrynus_dorsalis,VA,terrestrial_burrower,4.960866936,21.97177592,0.596375594,4.713096174
648,Rhinophrynus_dorsalis,VP,terrestrial_burrower,5.206356739,22.85030752,1.812383416,8.94726796
649,Sabahphrynus_maculatus,DA,terrestrial_torrent,3.908022863,21.106728,1.156408934,9.552988737
650,Sabahphrynus_maculatus,DP,terrestrial_torrent,10.48401401,44.40721483,3.711029156,10.72017158
651,Sabahphrynus_maculatus,VA,terrestrial_torrent,7.159809914,37.94546117,1.967120651,14.08061052
652,Sabahphrynus_maculatus,VP,terrestrial_torrent,6.99992687,33.21605825,2.277674362,12.24847684
653,Scaphiopus_couchii,DA,terrestrial_burrower,3.372926558,15.91390883,0.854427688,4.032961731
654,Scaphiopus_couchii,DP,terrestrial_burrower,3.579851292,22.56855375,0.954351624,7.241208041
655,Scaphiopus_couchii,VA,terrestrial_burrower,3.290930501,15.43760092,1.08358936,4.207882899
656,Scaphiopus_couchii,VP,terrestrial_burrower,3.85629018,15.55258825,1.177599827,4.338094704
657,Scaphiopus_holbrookii,DA,terrestrial_burrower,5.084306293,22.21244592,1.576436712,5.256862759
658,Scaphiopus_holbrookii,DP,terrestrial_burrower,5.022322305,24.20635984,1.138030593,5.912633645
659,Scaphiopus_holbrookii,VA,terrestrial_burrower,4.063654242,20.1271826,1.889917343,12.71446601
660,Scaphiopus_holbrookii,VP,terrestrial_burrower,2.70263077,13.09473627,0.688001796,3.575387367
661,Scarthyla_goinorum,DA,arboreal,2.319584007,9.871562911,0.818845071,2.289692748
662,Scarthyla_goinorum,DP,arboreal,2.775248721,10.72194844,1.211486471,4.281721597
663,Scarthyla_goinorum,VA,arboreal,4.957242007,17.43961417,1.0245935,2.927696637
664,Scarthyla_goinorum,VP,arboreal,4.700663212,18.00891867,1.649176204,7.464317715
665,Scotobleps_gabonicus,DA,terrestrial_leaflitter,1.901017088,9.1944624,1.327902507,3.826844009
666,Scotobleps_gabonicus,DP,terrestrial_leaflitter,3.217456369,12.61167617,1.820035801,6.65504564
667,Scotobleps_gabonicus,VA,terrestrial_leaflitter,0.99443846,4.3448148,0.21654505,1.299623238
668,Scotobleps_gabonicus,VP,terrestrial_leaflitter,2.052227642,9.177416,0.689970414,5.075799141
669,Scutiger_boulengeri,DA,terrestrial_torrent,3.375219472,16.11802442,1.347114662,3.411928999
670,Scutiger_boulengeri,DP,terrestrial_torrent,3.751888202,15.60580657,1.532922233,6.081915691
671,Scutiger_boulengeri,VA,terrestrial_torrent,3.983444324,13.35285202,2.390680775,5.929531349
672,Scutiger_boulengeri,VP,terrestrial_torrent,3.168630701,20.04924475,0.879568979,6.122666131
673,Scutiger_glandulatus,DA,terrestrial_leaflitter,3.645085802,13.71792367,1.923823441,4.089916586
674,Scutiger_glandulatus,DP,terrestrial_leaflitter,4.771006618,17.754758,1.614378375,1.541366854
675,Scutiger_glandulatus,VA,terrestrial_leaflitter,1.359403185,6.858756333,0.452395587,2.022183452
676,Scutiger_glandulatus,VP,terrestrial_leaflitter,1.112137192,10.839285,0.154960899,3.53902346
677,Xenopus_tropicalis,DA,aquatic,1.144018842,5.305760633,0.758948509,1.511481426
678,Xenopus_tropicalis,DP,aquatic,1.328398235,9.642997667,0.558477543,6.154297609
679,Xenopus_tropicalis,VA,aquatic,1.093985988,7.429385,0.339641562,1.68236938
680,Xenopus_tropicalis,VP,aquatic,3.331941742,15.52687967,2.52100779,4.471765306
681,Spea_hammondii,DA,terrestrial_burrower,3.536680968,16.38511484,1.631211302,7.098077688
682,Spea_hammondii,DP,terrestrial_burrower,3.491682734,15.673703,1.762058446,7.102328824
683,Spea_hammondii,VA,terrestrial_burrower,2.806539034,13.05217708,0.65632249,5.112794054
684,Spea_hammondii,VP,terrestrial_burrower,4.273653981,17.39723878,1.707487656,7.770083156
685,Spea_intermontana,DA,terrestrial_burrower,5.472440137,23.466995,1.679758921,6.048608942
686,Spea_intermontana,DP,terrestrial_burrower,6.793947724,27.35874683,2.232742876,6.940713299
687,Spea_intermontana,VA,terrestrial_burrower,4.432868186,18.04440711,0.624689393,4.432289277
688,Spea_intermontana,VP,terrestrial_burrower,6.259944709,25.32087355,0.948067231,6.679804202
689,Tachycnemis_seychellensis,VA,arboreal,8.248691505,41.43664233,4.384997582,17.4328804
690,Tachycnemis_seychellensis,VP,arboreal,1.918291552,7.133891667,1.221480487,2.483022756
691,Taudactylus_acutirostris,DA,terrestrial_torrent,4.093484431,18.83446267,3.452516388,12.36558247
692,Taudactylus_acutirostris,DP,terrestrial_torrent,1.60152457,12.13789045,0.701577368,2.975595999
693,Taudactylus_acutirostris,VA,terrestrial_torrent,2.178716661,11.580483,0.974758044,4.217021585
694,Taudactylus_acutirostris,VP,terrestrial_torrent,2.353396701,11.80070367,1.390380212,6.63645572
695,Telmatobius_marmoratus,DA,aquatic,2.398491764,11.65605539,1.113762451,4.365924892
696,Telmatobius_marmoratus,DP,aquatic,4.104907074,16.98689067,2.050500927,6.875697306
697,Telmatobius_marmoratus,VA,aquatic,2.121354529,10.41247519,0.844417913,2.836376467
698,Telmatobius_marmoratus,VP,aquatic,1.296693626,8.310796063,0.446881769,3.135302408
699,Teratohyla_pulverata,DA,arboreal,2.619738972,8.918317,1.561802717,4.086498813
700,Teratohyla_pulverata,VA,arboreal,5.991998943,16.00387567,0.442265612,2.234680721
701,Teratohyla_pulverata,VP,arboreal,5.358209955,19.995807,1.082588727,4.872462211
702,Teratohyla_spinosa,DA,arboreal,1.610667414,7.071483208,0.597731215,2.188735356
703,Teratohyla_spinosa,DP,arboreal,1.746597173,7.725835633,0.997588902,3.909104201
704,Teratohyla_spinosa,VA,arboreal,4.288899578,16.49850211,0.555275741,3.138985971
705,Teratohyla_spinosa,VP,arboreal,4.257518327,14.85803225,0.702915618,3.182341436
706,Theloderma_corticale,DA,semiaquatic,6.127462341,24.70192344,2.210555426,4.600144488
707,Theloderma_corticale,DP,semiaquatic,6.121192905,24.43444078,2.209227396,6.414133918
708,Theloderma_corticale,VA,semiaquatic,3.220031773,14.83640511,1.494773821,6.144771032
709,Theloderma_corticale,VP,semiaquatic,5.616238563,24.41593255,3.451311555,8.26550744
710,Theloderma_stellatum,DA,semiaquatic,6.241937992,28.63040017,2.730759138,13.67544969
711,Theloderma_stellatum,DP,semiaquatic,3.487085739,26.49097,0.804058113,7.748972357
712,Theloderma_stellatum,VA,semiaquatic,3.059145225,12.84070657,0.82861121,4.048790481
713,Theloderma_stellatum,VP,semiaquatic,3.691404616,19.094358,1.581051081,8.016639889
714,Tomopterna_cryptotis,DA,terrestrial_burrower,1.488718173,8.9248025,0.969259554,6.685389782
715,Tomopterna_cryptotis,DP,terrestrial_burrower,2.441426958,11.81744367,1.890102261,6.552596248
716,Tomopterna_cryptotis,VA,terrestrial_burrower,1.474250972,7.1599279,1.126203634,3.881336326
717,Tomopterna_cryptotis,VP,terrestrial_burrower,0.724656854,5.512722267,0.033279155,2.174928031
718,Trichobatrachus_robustus,DA,NA,3.159180934,15.28275433,0.821685385,7.016467044
719,Trichobatrachus_robustus,DP,NA,3.63739957,14.0959295,2.796422971,4.886454863
720,Trichobatrachus_robustus,VA,NA,1.39198183,6.634427734,0.781134977,2.160819548
721,Trichobatrachus_robustus,VP,NA,1.22546528,6.450353367,1.32244995,2.581279121
722,Triprion_petasatus,DA,arboreal,1.090161529,5.783267808,0.185525278,0.756971395
723,Triprion_petasatus,DP,arboreal,0.868987627,6.636989517,0.325079366,3.621049943
724,Triprion_petasatus,VA,arboreal,3.496071838,16.01651617,0.959043616,3.672922693
725,Triprion_petasatus,VP,arboreal,7.17201517,29.96994417,1.929661126,9.378166596
726,Triprion_spatulatus,DA,arboreal,1.354580731,7.109702009,0.375586167,2.520393586
727,Triprion_spatulatus,DP,arboreal,2.039402089,9.871672116,0.506492539,1.85564046
728,Triprion_spatulatus,VA,arboreal,6.072496704,31.66475275,2.118231738,16.56551714
729,Triprion_spatulatus,VP,arboreal,5.580810269,30.33464366,1.71779683,13.26011918
730,Xenopus_laevis,DA,aquatic,1.692613791,11.92303283,0.182703312,3.15593356
731,Xenopus_laevis,DP,aquatic,2.198332023,16.678725,0.255212047,4.218740366
732,Xenopus_laevis,VA,aquatic,1.304922375,8.916887334,0.244792324,3.197290579
733,Xenopus_laevis,VP,aquatic,1.389330084,12.59507417,0.224256381,3.219020021
734,Xenopus_muelleri,DA,aquatic,0.821922926,4.330945433,0.305288323,0.882026674
735,Xenopus_muelleri,DP,aquatic,1.493922701,11.2113376,0.527370457,5.674816091
736,Xenopus_muelleri,VA,aquatic,1.627024266,9.750647333,0.242386835,0.86813763
737,Xenopus_muelleri,VP,aquatic,3.123725013,19.19928767,2.300166743,16.20766171